"","cupo","edad","saldo","pago"
"2374",250000,29,7026,1379
"2375",50000,25,39035,0
"2376",40000,38,40404,0
"2377",230000,35,38831,1500
"2378",210000,33,0,0
"2379",60000,30,18750,1500
"2380",500000,41,204017,6379
"2381",110000,28,93394,3450
"2382",400000,44,66203,25000
"2383",280000,51,13635,16192
"2384",60000,35,-153,20341
"2385",100000,47,-2389,0
"2386",230000,42,40015,5000
"2387",80000,24,1550,896
"2388",110000,43,46144,2000
"2389",390000,47,7088,0
"2390",150000,39,19345,1000
"2391",180000,29,978,2690
"2392",500000,32,167416,8000
"2393",50000,32,44960,0
"2394",20000,49,0,0
"2395",130000,24,937,1013
"2396",110000,27,47141,1808
"2397",200000,29,47539,5224
"2398",50000,47,29665,1200
"2399",130000,29,89779,3415
"2400",260000,28,104389,60000
"2401",180000,30,0,4500
"2402",330000,29,0,0
"2403",80000,29,70582,0
"2404",320000,32,0,0
"2405",20000,38,1074,0
"2406",50000,43,2400,0
"2407",210000,40,144099,6000
"2408",420000,31,93059,3000
"2409",210000,35,12837,4201
"2410",160000,42,43857,2000
"2411",20000,25,20116,602
"2412",360000,35,4750,1470
"2413",30000,50,18715,668
"2414",50000,27,50126,469
"2415",30000,38,0,0
"2416",30000,24,27039,0
"2417",280000,24,1229,3831
"2418",30000,24,30195,1353
"2419",20000,33,2771,0
"2420",300000,51,50257,1800
"2421",180000,35,2508,326
"2422",20000,24,16320,2000
"2423",80000,39,0,0
"2424",20000,47,0,0
"2425",60000,29,3832,3065
"2426",20000,22,20853,400
"2427",30000,67,29252,1250
"2428",50000,33,29053,2400
"2429",80000,47,7727,6191
"2430",170000,24,430,17342
"2431",160000,36,316,316
"2432",130000,27,1601,0
"2433",30000,34,30088,0
"2434",100000,36,0,0
"2435",120000,25,75011,0
"2436",150000,49,1505,997
"2437",100000,24,85433,0
"2438",30000,24,30383,0
"2439",160000,45,1938,2544
"2440",120000,48,2005,360
"2441",160000,40,75500,0
"2442",340000,35,3016,0
"2443",240000,55,32042,2000
"2444",30000,42,30383,3000
"2445",50000,54,20384,1000
"2446",200000,25,49635,1992
"2447",80000,44,2250,2690
"2448",50000,41,45994,2000
"2449",130000,29,14025,1000
"2450",290000,57,0,0
"2451",30000,44,30114,1000
"2452",340000,40,60053,6000
"2453",180000,28,2253,9816
"2454",60000,23,27296,1500
"2455",390000,25,51667,1200
"2456",460000,35,356161,7002
"2457",500000,51,266973,10018
"2458",30000,44,10837,2000
"2459",80000,25,31794,1178
"2460",250000,41,0,0
"2461",280000,26,107143,4000
"2462",30000,26,29365,600
"2463",30000,28,2901,1000
"2464",20000,27,19464,817
"2465",380000,56,0,7699
"2466",100000,29,95961,0
"2467",180000,32,5261,4731
"2468",80000,25,178,0
"2469",220000,31,157099,5895
"2470",170000,26,117121,3455
"2471",140000,29,88085,2304
"2472",20000,29,12357,500
"2473",100000,38,72346,4000
"2474",50000,47,27699,2507
"2475",300000,30,7705,3798
"2476",30000,25,30360,0
"2477",50000,53,17212,3639
"2478",160000,37,38190,1200
"2479",80000,27,49121,1692
"2480",140000,28,106886,3600
"2481",20000,23,19265,998
"2482",50000,51,7117,5000
"2483",200000,34,2917,0
"2484",80000,23,540,390
"2485",80000,27,78510,2830
"2486",210000,39,0,0
"2487",260000,28,-8,1775
"2488",200000,46,0,0
"2489",110000,33,108385,3863
"2490",10000,23,13392,0
"2491",200000,30,66658,0
"2492",300000,31,360,3420
"2493",360000,39,2199,401
"2494",290000,32,77012,3000
"2495",30000,26,0,0
"2496",300000,47,5778,23978
"2497",300000,28,2140,390
"2498",210000,45,316,8611
"2499",50000,36,56977,2055
"2500",340000,26,94722,3169
"2501",330000,34,105961,9000
"2502",220000,28,16003,15550
"2503",100000,30,0,0
"2504",260000,30,399,399
"2505",180000,30,430,747
"2506",200000,44,390,780
"2507",110000,41,66230,8700
"2508",20000,48,11330,0
"2509",60000,25,21235,1000
"2510",30000,28,27531,0
"2511",30000,24,28949,409
"2512",420000,37,11820,38800
"2513",340000,34,116431,3022
"2514",270000,38,0,0
"2515",360000,36,1726,45197
"2516",230000,25,0,299
"2517",50000,33,30222,1102
"2518",230000,28,0,0
"2519",200000,38,2066,578
"2520",100000,24,101764,3676
"2521",150000,47,142833,5350
"2522",50000,28,39438,1500
"2523",60000,29,26589,900
"2524",70000,30,9274,4000
"2525",20000,23,2154,305
"2526",50000,25,15660,1000
"2527",500000,33,4012,0
"2528",390000,49,5112,0
"2529",90000,27,0,0
"2530",10000,22,0,0
"2531",30000,24,0,0
"2532",240000,35,-2,0
"2533",180000,29,0,0
"2534",70000,23,26125,1231
"2535",50000,26,1140,1530
"2536",20000,46,14689,500
"2537",260000,36,219001,7000
"2538",160000,26,0,0
"2539",250000,42,0,0
"2540",20000,49,0,0
"2541",210000,37,1520,2358
"2542",100000,35,56013,2300
"2543",100000,28,79472,3123
"2544",230000,34,1873,0
"2545",20000,25,0,0
"2546",40000,24,7435,277
"2547",100000,51,37791,3000
"2548",20000,26,20356,590
"2549",140000,32,14739,1012
"2550",50000,23,19283,1000
"2551",30000,26,28427,3000
"2552",80000,28,0,0
"2553",20000,31,10998,221
"2554",210000,26,7373,0
"2555",220000,33,277,492
"2556",150000,30,10791,1000
"2557",200000,28,5522,3883
"2558",200000,28,46192,1104
"2559",50000,39,940,0
"2560",80000,28,16178,600
"2561",310000,32,750,7350
"2562",210000,29,155159,5338
"2563",140000,40,136475,5000
"2564",20000,32,18658,700
"2565",10000,23,0,0
"2566",250000,30,7467,322
"2567",280000,31,-1180,0
"2568",210000,48,17303,173
"2569",10000,54,9995,0
"2570",60000,59,52327,2083
"2571",180000,38,0,0
"2572",10000,31,0,0
"2573",200000,41,0,0
"2574",120000,29,542,922
"2575",160000,28,60631,2200
"2576",180000,48,169365,7000
"2577",60000,42,37503,1045
"2578",80000,27,40510,2000
"2579",200000,27,2052,2939
"2580",20000,22,21629,1000
"2581",360000,31,0,0
"2582",140000,43,141889,5000
"2583",110000,46,107014,4703
"2584",360000,33,0,0
"2585",30000,22,0,0
"2586",100000,25,0,0
"2587",60000,34,39184,1157
"2588",130000,32,1300,5400
"2589",240000,34,11870,2000
"2590",210000,35,64979,2563
"2591",360000,25,1646,3875
"2592",30000,22,0,0
"2593",480000,49,33777,10633
"2594",90000,49,0,11135
"2595",50000,42,8128,2000
"2596",20000,41,10400,0
"2597",160000,27,3421,149763
"2598",90000,24,4833,1680
"2599",300000,34,0,0
"2600",500000,43,0,1486
"2601",130000,36,0,0
"2602",250000,62,28494,10000
"2603",10000,25,0,0
"2604",340000,30,8097,5939
"2605",60000,24,27816,989
"2606",50000,47,15878,5001
"2607",170000,34,0,0
"2608",490000,51,10,1
"2609",20000,26,19316,1000
"2610",550000,47,0,0
"2611",340000,39,62516,3000
"2612",10000,32,0,0
"2613",230000,25,6172,869
"2614",30000,39,29553,964
"2615",200000,42,18929,15004
"2616",450000,37,7231,4972
"2617",380000,44,238368,7745
"2618",50000,31,17240,567
"2619",80000,27,23714,1000
"2620",150000,42,189,3307
"2621",50000,44,0,4870
"2622",210000,39,0,0
"2623",100000,24,71738,4000
"2624",100000,38,3723,15462
"2625",500000,45,1906,300
"2626",30000,58,5139,500
"2627",50000,46,21000,5000
"2628",50000,23,0,0
"2629",420000,36,4652,2500
"2630",30000,32,7422,281
"2631",240000,32,146584,27064
"2632",80000,55,57347,2000
"2633",330000,45,235992,8000
"2634",50000,30,27217,1500
"2635",200000,42,0,665
"2636",210000,34,416,416
"2637",130000,31,38263,1418
"2638",390000,28,45793,1592
"2639",100000,40,0,0
"2640",140000,33,35773,6000
"2641",80000,35,74190,2625
"2642",50000,42,44718,1845
"2643",50000,25,28574,0
"2644",360000,39,7020,0
"2645",170000,49,0,0
"2646",50000,41,18745,308
"2647",310000,25,68369,3000
"2648",210000,31,326,133
"2649",140000,37,26788,1200
"2650",150000,37,109938,3500
"2651",170000,40,3000,4000
"2652",260000,25,11744,6972
"2653",170000,26,99767,3600
"2654",310000,35,86206,3055
"2655",50000,23,33458,1141
"2656",260000,35,0,0
"2657",100000,27,28256,500
"2658",40000,25,41389,0
"2659",180000,46,112141,0
"2660",50000,41,24480,1000
"2661",200000,29,1402,1420
"2662",320000,53,51764,2000
"2663",220000,45,5471,4045
"2664",180000,46,52926,0
"2665",50000,36,19439,1000
"2666",50000,22,29857,792
"2667",150000,32,56223,5000
"2668",120000,38,17180,0
"2669",30000,34,29785,3450
"2670",10000,43,0,0
"2671",380000,34,936,0
"2672",320000,38,0,0
"2673",30000,41,150,780
"2674",470000,29,94721,6003
"2675",80000,40,26784,984
"2676",20000,60,10400,0
"2677",120000,51,116732,4280
"2678",150000,37,0,0
"2679",200000,43,192085,5262
"2680",20000,40,0,0
"2681",170000,36,80252,3000
"2682",150000,34,545,550
"2683",160000,30,316,316
"2684",280000,32,14959,16067
"2685",60000,42,47606,2000
"2686",100000,44,40484,1200
"2687",360000,48,8325,12967
"2688",500000,44,167105,372495
"2689",290000,30,226959,7500
"2690",160000,31,150,178
"2691",50000,47,24253,962
"2692",250000,35,57649,5000
"2693",350000,42,8210,9731
"2694",100000,22,96884,3510
"2695",30000,33,28970,1100
"2696",450000,36,0,0
"2697",20000,40,0,0
"2698",30000,26,28134,1000
"2699",150000,47,54638,376
"2700",30000,36,22261,1809
"2701",10000,23,5173,500
"2702",50000,47,21682,950
"2703",50000,22,381,1980
"2704",130000,23,11128,1000
"2705",50000,22,28846,1100
"2706",180000,25,120302,5000
"2707",30000,47,26799,482
"2708",60000,24,16544,2983
"2709",200000,26,33337,5064
"2710",30000,23,780,0
"2711",320000,36,135254,20020
"2712",360000,37,0,0
"2713",60000,39,34490,0
"2714",50000,28,8434,2000
"2715",30000,35,30152,0
"2716",50000,31,18880,700
"2717",70000,24,29404,1063
"2718",310000,44,0,0
"2719",170000,39,2714,7714
"2720",150000,49,-309,0
"2721",120000,30,984,984
"2722",100000,33,40479,2716
"2723",140000,41,142694,5900
"2724",180000,47,5090,5000
"2725",20000,51,0,0
"2726",80000,25,0,0
"2727",200000,39,30410,1953
"2728",200000,27,23901,4
"2729",30000,42,13247,10000
"2730",250000,40,4058,3000
"2731",50000,30,34759,0
"2732",250000,31,1404,1717
"2733",140000,25,29746,2000
"2734",170000,31,3518,1018
"2735",240000,47,9801,31600
"2736",140000,37,108067,4012
"2737",50000,28,20330,712
"2738",240000,47,140600,5200
"2739",420000,57,2290,1290
"2740",220000,53,2113,5410
"2741",70000,28,14593,800
"2742",90000,28,35768,665
"2743",220000,40,0,12096
"2744",200000,27,4778,3098
"2745",240000,55,198313,17001
"2746",310000,28,396,396
"2747",80000,34,54840,2200
"2748",290000,38,158938,6000
"2749",260000,43,105491,30588
"2750",120000,43,0,0
"2751",260000,32,165,3735
"2752",360000,39,0,0
"2753",30000,36,9614,356
"2754",30000,22,22750,0
"2755",20000,22,7386,1000
"2756",240000,25,193961,14870
"2757",200000,31,200057,2500
"2758",70000,38,29399,1035
"2759",200000,23,1915,100
"2760",150000,31,63034,0
"2761",160000,35,2744,2000
"2762",180000,30,99661,4000
"2763",190000,39,149853,5500
"2764",20000,22,9274,500
"2765",150000,27,65590,2500
"2766",310000,35,20376,3003
"2767",180000,36,70712,5000
"2768",80000,24,81257,2758
"2769",350000,41,75497,4000
"2770",50000,47,0,0
"2771",90000,23,9329,10000
"2772",220000,35,8535,177000
"2773",50000,25,46495,0
"2774",90000,46,930,0
"2775",400000,30,11493,10703
"2776",210000,40,8651,6349
"2777",180000,39,105229,7000
"2778",500000,55,9985,5031
"2779",260000,39,193739,7221
"2780",180000,26,4857,6240
"2781",180000,34,0,0
"2782",30000,24,25791,1097
"2783",360000,33,10949,4543
"2784",280000,47,-550,1304
"2785",100000,27,46708,2000
"2786",50000,49,2088,1470
"2787",20000,31,0,0
"2788",80000,27,2902,836
"2789",110000,36,0,0
"2790",50000,25,3300,289
"2791",50000,50,9493,492
"2792",20000,33,18169,500
"2793",200000,41,0,0
"2794",250000,44,36050,0
"2795",150000,33,0,0
"2796",50000,23,0,0
"2797",200000,38,10207,3500
"2798",220000,38,116902,5000
"2799",60000,36,3983,0
"2800",100000,43,47070,1754
"2801",20000,46,0,0
"2802",140000,28,60977,2800
"2803",50000,46,0,0
"2804",50000,28,26144,0
"2805",120000,30,836,686
"2806",120000,39,0,0
"2807",30000,38,27788,3000
"2808",180000,26,7550,0
"2809",500000,46,1825,597
"2810",420000,44,274817,6656
"2811",20000,45,17500,805
"2812",50000,24,45700,0
"2813",260000,30,19979,3000
"2814",50000,27,0,0
"2815",50000,26,5778,200
"2816",50000,49,48219,1381
"2817",100000,49,77410,2965
"2818",50000,24,41293,1700
"2819",180000,27,137343,4900
"2820",240000,38,0,0
"2821",30000,38,0,0
"2822",30000,60,1801,0
"2823",270000,45,52969,2009
"2824",30000,57,193,140
"2825",200000,31,938,105
"2826",40000,29,7922,158
"2827",360000,31,6573,32810
"2828",150000,57,8156,5256
"2829",80000,24,5700,0
"2830",300000,32,522,6776
"2831",220000,32,111920,4500
"2832",110000,42,776,776
"2833",50000,30,0,0
"2834",50000,60,28467,977
"2835",230000,37,5177,801
"2836",50000,27,48221,3600
"2837",240000,39,69581,2500
"2838",130000,26,-9333,25000
"2839",160000,34,32570,1313
"2840",210000,31,108328,4000
"2841",210000,32,89599,3292
"2842",330000,47,159354,6000
"2843",110000,51,13989,0
"2844",120000,28,113290,8932
"2845",100000,29,11272,0
"2846",210000,34,65155,3500
"2847",350000,31,165288,5000
"2848",180000,25,151900,6000
"2849",150000,28,22081,1000
"2850",50000,37,5009,0
"2851",230000,47,0,1321
"2852",30000,39,11022,1000
"2853",90000,24,82150,2500
"2854",390000,24,39532,3000
"2855",50000,25,18981,0
"2856",320000,39,18344,2072
"2857",20000,34,17200,0
"2858",200000,41,46919,3000
"2859",500000,40,0,0
"2860",190000,28,0,828
"2861",70000,25,14742,2000
"2862",220000,35,500,0
"2863",50000,28,33385,1600
"2864",50000,37,19029,1200
"2865",50000,46,33519,0
"2866",70000,42,46727,1798
"2867",80000,26,64962,2926
"2868",50000,41,18285,651
"2869",150000,27,0,24948
"2870",300000,36,0,0
"2871",50000,25,15150,1000
"2872",170000,42,2659,2659
"2873",350000,37,316,316
"2874",470000,33,44171,1500
"2875",20000,25,10000,0
"2876",140000,26,0,0
"2877",60000,23,55964,3300
"2878",160000,23,101443,4366
"2879",150000,26,111012,2739
"2880",20000,23,0,0
"2881",210000,35,4064,3870
"2882",50000,23,7357,1000
"2883",210000,31,10625,213
"2884",280000,44,3415,1301
"2885",300000,36,21140,360
"2886",230000,37,143342,5500
"2887",250000,47,2966,3419
"2888",500000,36,49749,37947
"2889",50000,48,26984,5000
"2890",50000,46,167,1002
"2891",150000,36,0,0
"2892",180000,53,41300,0
"2893",450000,37,177483,9650
"2894",70000,24,830,0
"2895",110000,40,77423,2694
"2896",200000,43,130960,5000
"2897",210000,37,0,0
"2898",320000,36,24068,30011
"2899",20000,37,17688,623
"2900",130000,29,780,0
"2901",20000,29,1742,0
"2902",210000,39,325,650
"2903",30000,33,26277,716
"2904",60000,36,52773,0
"2905",110000,49,48271,1800
"2906",130000,32,48477,5000
"2907",500000,38,68506,5000
"2908",500000,38,7619,8679
"2909",100000,35,55392,0
"2910",220000,25,370,3046
"2911",50000,40,9052,334
"2912",500000,49,1320,1320
"2913",50000,29,2439,3026
"2914",200000,45,199,2944
"2915",320000,50,0,10701
"2916",450000,29,5000,0
"2917",20000,26,23567,300
"2918",310000,44,0,0
"2919",120000,23,44467,1400
"2920",200000,48,163051,7200
"2921",50000,53,9248,430
"2922",130000,48,6163,66564
"2923",50000,23,27775,3961
"2924",130000,26,21070,2000
"2925",50000,42,19335,522
"2926",30000,32,24899,0
"2927",30000,34,28130,2000
"2928",160000,34,390,0
"2929",50000,27,48553,2100
"2930",80000,28,61038,2523
"2931",60000,25,38846,1795
"2932",230000,27,1670,2798
"2933",390000,30,97562,10005
"2934",110000,28,6110,1500
"2935",50000,24,181,1685
"2936",20000,35,-15000,0
"2937",100000,29,0,0
"2938",70000,33,18001,5000
"2939",150000,31,78130,3024
"2940",390000,31,4071,3291
"2941",50000,22,19809,792
"2942",90000,26,121966,3000
"2943",290000,30,211237,7626
"2944",20000,24,19466,560
"2945",90000,28,91060,0
"2946",260000,48,162473,4000
"2947",90000,26,91753,3700
"2948",100000,27,1442,1396
"2949",150000,31,104513,10000
"2950",60000,46,40467,1389
"2951",80000,42,78953,3500
"2952",80000,24,0,0
"2953",30000,26,2250,0
"2954",20000,38,2985,4988
"2955",50000,24,0,0
"2956",250000,37,17793,1763
"2957",50000,22,18654,4495
"2958",120000,32,1000,1580
"2959",20000,36,-25,0
"2960",280000,33,2109,17555
"2961",50000,35,462,1500
"2962",360000,49,390,343
"2963",100000,32,671,671
"2964",140000,42,50649,2000
"2965",170000,33,121276,3997
"2966",50000,33,8923,1000
"2967",50000,46,28664,3135
"2968",120000,47,1758,4084
"2969",170000,38,101176,4000
"2970",380000,43,61039,2500
"2971",400000,37,88315,4000
"2972",50000,30,14036,1000
"2973",440000,42,9881,121971
"2974",30000,24,300,0
"2975",470000,39,5527,6420
"2976",180000,40,1021,0
"2977",110000,32,0,0
"2978",300000,25,18533,18000
"2979",120000,31,1866,325
"2980",220000,33,9213,1500
"2981",50000,27,625,100
"2982",100000,43,551,0
"2983",170000,30,1285,0
"2984",360000,37,28410,4845
"2985",180000,43,79785,3600
"2986",120000,27,17439,513
"2987",210000,32,752,1104
"2988",60000,56,34945,2000
"2989",130000,40,32411,10000
"2990",50000,36,15876,1900
"2991",50000,52,33042,1228
"2992",100000,33,0,402
"2993",150000,43,88300,8778
"2994",240000,38,563,1090
"2995",120000,38,-4,0
"2996",80000,32,22109,45352
"2997",210000,27,108414,4000
"2998",80000,37,30878,6220
"2999",50000,38,24100,1000
"3000",50000,52,20296,1299
"3001",330000,34,-6053,232972
"3002",230000,28,53935,14574
"3003",30000,44,0,0
"3004",50000,41,44476,1696
"3005",220000,37,196493,7500
"3006",270000,27,36491,1000
"3007",160000,44,155344,5500
"3008",10000,24,5475,0
"3009",20000,25,0,0
"3010",30000,25,25098,1092
"3011",210000,32,94369,5000
"3012",250000,50,97089,3165
"3013",50000,28,27662,1100
"3014",180000,28,1189,375
"3015",200000,35,20878,26716
"3016",350000,38,9924,10824
"3017",20000,22,19941,597
"3018",30000,36,0,0
"3019",20000,34,11404,4000
"3020",140000,59,68070,3000
"3021",30000,44,25000,3000
"3022",180000,30,0,0
"3023",20000,25,12778,0
"3024",100000,36,62181,2500
"3025",100000,36,138819,4000
"3026",20000,45,0,19409
"3027",350000,31,20203,5000
"3028",80000,32,44286,1500
"3029",120000,49,50293,3000
"3030",210000,30,37047,1600
"3031",120000,37,802,0
"3032",20000,22,12665,8100
"3033",200000,25,0,0
"3034",50000,54,569,1188
"3035",170000,37,0,870
"3036",450000,37,0,0
"3037",300000,34,68095,1700
"3038",300000,36,290329,9300
"3039",280000,37,3646,6059
"3040",170000,39,139463,5000
"3041",60000,38,34736,1500
"3042",50000,29,15286,226
"3043",380000,38,4069,10000
"3044",70000,40,48592,0
"3045",430000,48,882,0
"3046",180000,38,326,326
"3047",330000,41,309446,23500
"3048",250000,26,0,0
"3049",480000,38,295768,11000
"3050",210000,37,1451,1031
"3051",160000,26,37471,1280
"3052",390000,29,304303,13000
"3053",280000,44,4266,8
"3054",50000,33,0,0
"3055",350000,60,1206,0
"3056",230000,40,0,0
"3057",200000,36,0,0
"3058",30000,47,29891,2301
"3059",50000,37,1500,0
"3060",180000,26,200,200
"3061",150000,45,134869,5000
"3062",70000,27,29175,1000
"3063",150000,26,13828,2000
"3064",50000,25,48454,3000
"3065",430000,42,92834,3420
"3066",70000,25,4911,1000
"3067",20000,36,0,1248
"3068",310000,33,0,0
"3069",160000,23,28223,62529
"3070",30000,38,29412,591
"3071",480000,39,12616,10565
"3072",180000,28,49730,0
"3073",210000,40,10039,2104
"3074",360000,30,-61,95971
"3075",180000,31,31637,2310
"3076",200000,29,13680,0
"3077",50000,22,2939,1000
"3078",240000,48,29252,16747
"3079",180000,29,0,0
"3080",80000,33,0,1080
"3081",50000,32,19619,1000
"3082",280000,36,1823,4225
"3083",70000,29,48127,1000
"3084",400000,36,0,1759
"3085",210000,45,430,10798
"3086",80000,33,63224,2342
"3087",30000,24,300,0
"3088",310000,29,21573,0
"3089",360000,27,0,0
"3090",200000,28,11559,18784
"3091",50000,33,19608,1000
"3092",320000,41,35939,1500
"3093",60000,27,29729,1200
"3094",230000,30,260472,200
"3095",150000,44,0,0
"3096",360000,39,1790,0
"3097",50000,34,13352,5000
"3098",280000,37,29459,10284
"3099",50000,50,4687,0
"3100",500000,32,23085,7000
"3101",400000,41,20030,1280
"3102",280000,28,-3,1077
"3103",360000,41,0,0
"3104",260000,29,-334,17000
"3105",330000,42,37252,5000
"3106",350000,33,138908,5000
"3107",500000,39,397,28337
"3108",440000,35,116169,10000
"3109",260000,28,198955,7100
"3110",500000,48,72198,10000
"3111",100000,35,74375,3000
"3112",70000,47,18296,143
"3113",440000,43,56818,4000
"3114",220000,44,195567,6426
"3115",160000,32,5224,2313
"3116",200000,46,4696,4696
"3117",30000,25,22606,347
"3118",110000,27,111975,4246
"3119",60000,43,38613,1369
"3120",260000,28,62534,37935
"3121",110000,36,78049,3000
"3122",260000,44,139633,4795
"3123",280000,32,161769,5400
"3124",210000,30,1014,1000
"3125",80000,37,36271,728
"3126",200000,37,14505,12715
"3127",100000,33,78328,2000
"3128",210000,42,8785,3080
"3129",140000,35,112318,4788
"3130",180000,29,105614,8100
"3131",240000,34,59270,2012
"3132",150000,24,50000,0
"3133",80000,54,40619,25311
"3134",210000,37,2810,0
"3135",180000,28,326,7276
"3136",100000,26,98787,4100
"3137",20000,28,19910,300
"3138",140000,34,58654,2000
"3139",200000,40,1604,0
"3140",80000,25,43780,2000
"3141",20000,49,19386,2000
"3142",80000,24,0,400
"3143",170000,41,44218,10433
"3144",70000,41,55722,2200
"3145",90000,40,0,1543
"3146",30000,30,25763,955
"3147",50000,25,0,1380
"3148",50000,21,0,0
"3149",260000,39,215455,20000
"3150",360000,33,29216,4043
"3151",500000,52,0,0
"3152",160000,46,41842,77005
"3153",460000,39,175979,10000
"3154",20000,26,0,0
"3155",360000,25,789,0
"3156",300000,38,0,0
"3157",70000,28,32037,1500
"3158",50000,26,18501,2023
"3159",150000,51,131382,0
"3160",390000,42,4647,277
"3161",280000,37,168946,4445
"3162",50000,28,0,0
"3163",280000,38,0,0
"3164",50000,41,0,0
"3165",50000,32,8511,500
"3166",150000,28,0,0
"3167",120000,31,0,0
"3168",360000,37,770,11309
"3169",20000,33,19855,889
"3170",50000,46,0,0
"3171",20000,23,13533,0
"3172",90000,35,27660,319
"3173",230000,35,182717,10000
"3174",20000,22,20174,220
"3175",100000,23,4737,4513
"3176",270000,26,205104,10035
"3177",160000,28,550,550
"3178",80000,29,27128,1000
"3179",10000,24,9415,1000
"3180",500000,27,10000,25304
"3181",90000,43,4009,7452
"3182",150000,59,1926,5512
"3183",50000,49,390,780
"3184",260000,48,174151,7000
"3185",50000,22,3861,3665
"3186",30000,28,982,0
"3187",70000,26,45145,3000
"3188",360000,52,0,0
"3189",430000,39,975,317
"3190",50000,23,2296,250
"3191",150000,26,-780,0
"3192",70000,23,19390,1000
"3193",150000,25,0,0
"3194",110000,38,11729,500
"3195",20000,38,5899,0
"3196",20000,39,12245,0
"3197",50000,31,679,1600
"3198",10000,33,10132,0
"3199",20000,24,19771,0
"3200",180000,34,84320,602
"3201",60000,26,60985,2100
"3202",20000,30,10571,397
"3203",70000,25,47780,1717
"3204",60000,38,885,1721
"3205",200000,28,3180,17660
"3206",200000,34,-3789,0
"3207",300000,37,1589,2394
"3208",390000,34,27603,11219
"3209",80000,23,27912,700
"3210",100000,25,11958,0
"3211",230000,30,190628,5000
"3212",40000,49,150,159
"3213",180000,25,711,2576
"3214",420000,28,27887,1567
"3215",20000,59,1320,0
"3216",340000,31,37940,3000
"3217",20000,25,18722,1000
"3218",320000,52,40543,5000
"3219",360000,39,0,0
"3220",100000,29,57497,0
"3221",310000,36,0,199417
"3222",140000,24,41210,5000
"3223",200000,33,105505,4000
"3224",30000,28,0,0
"3225",130000,25,129779,4655
"3226",20000,44,0,0
"3227",120000,57,78967,5000
"3228",190000,32,7279,0
"3229",50000,26,33631,1340
"3230",130000,27,116090,21932
"3231",220000,48,37422,3000
"3232",200000,29,42268,3579
"3233",50000,59,20688,1000
"3234",30000,26,29334,0
"3235",200000,33,0,0
"3236",400000,50,0,0
"3237",120000,41,111672,5000
"3238",60000,38,29978,15000
"3239",150000,25,1310,0
"3240",240000,44,2202,0
"3241",130000,29,0,0
"3242",200000,40,109831,0
"3243",240000,56,0,0
"3244",30000,22,27191,3200
"3245",50000,26,27337,897
"3246",30000,26,19222,1
"3247",310000,33,0,0
"3248",120000,28,116332,4494
"3249",290000,34,19967,636
"3250",50000,45,4122,1500
"3251",130000,27,81648,3300
"3252",50000,30,4509,0
"3253",210000,33,500,0
"3254",50000,47,1473,1473
"3255",10000,40,6660,16
"3256",10000,22,9551,0
"3257",80000,24,79133,5000
"3258",360000,65,0,0
"3259",530000,32,34963,90231
"3260",20000,46,-1216,20538
"3261",170000,42,134525,4800
"3262",220000,33,200,16115
"3263",180000,40,325,325
"3264",440000,37,12586,5500
"3265",20000,62,0,0
"3266",400000,39,0,0
"3267",130000,27,0,0
"3268",420000,29,119783,4003
"3269",80000,34,28646,2000
"3270",20000,45,0,0
"3271",320000,29,103251,11
"3272",160000,40,7928,0
"3273",50000,23,31988,3213
"3274",50000,35,3310,0
"3275",70000,43,71411,2558
"3276",20000,59,1013,2821
"3277",160000,24,158236,6000
"3278",130000,33,0,0
"3279",20000,23,18763,653
"3280",170000,48,6878,1118
"3281",300000,39,0,0
"3282",160000,31,0,0
"3283",110000,52,0,0
"3284",230000,27,98835,2818
"3285",60000,21,26183,1000
"3286",280000,35,145852,54184
"3287",180000,47,679,421
"3288",30000,30,15019,0
"3289",50000,28,21551,13694
"3290",270000,41,416,416
"3291",80000,24,0,0
"3292",120000,31,36551,4000
"3293",120000,53,0,582
"3294",30000,23,28985,1500
"3295",380000,36,55702,4000
"3296",80000,37,-1560,75003
"3297",20000,26,0,0
"3298",160000,34,6578,2000
"3299",230000,26,150,686
"3300",370000,39,272461,11005
"3301",30000,41,26260,1100
"3302",20000,24,19217,376
"3303",20000,23,18340,1000
"3304",470000,52,96428,5000
"3305",220000,29,21201,10000
"3306",80000,32,50626,2008
"3307",180000,33,0,0
"3308",100000,39,1120,1909
"3309",10000,21,0,0
"3310",280000,51,0,1715
"3311",110000,31,79412,3000
"3312",210000,27,92855,3400
"3313",200000,36,7662,6000
"3314",260000,27,2450,291
"3315",600000,36,-2,492
"3316",330000,47,21757,201134
"3317",500000,31,201108,89442
"3318",200000,29,-1,380
"3319",200000,36,0,1966
"3320",210000,27,1621,32
"3321",500000,46,-31,0
"3322",10000,44,0,0
"3323",160000,24,0,0
"3324",50000,42,10015,1000
"3325",130000,33,81362,2106
"3326",140000,28,141635,5500
"3327",80000,45,0,0
"3328",500000,31,77684,10155
"3329",500000,39,54918,762
"3330",320000,35,10584,3425
"3331",50000,29,49940,0
"3332",120000,40,0,0
"3333",500000,59,700,2250
"3334",290000,42,3227,1
"3335",280000,50,0,0
"3336",30000,41,32211,1248
"3337",80000,31,22708,1000
"3338",50000,24,29089,1022
"3339",10000,24,8819,0
"3340",550000,49,-114,22670
"3341",60000,41,11411,7435
"3342",140000,28,98426,3500
"3343",50000,28,26847,1000
"3344",300000,27,230338,9463
"3345",30000,29,30115,1000
"3346",50000,25,0,7700
"3347",250000,33,0,0
"3348",60000,39,59757,1890
